Dipolog,8.5872,123.3408,"Zamboanga del Norte","Zamboanga Peninsula (Region IX)"
Candelaria,13.9311,121.4233,Quezon,"Calabarzon (Region IV-A)"
"La Trinidad",16.46,120.59,Benguet,"Cordillera Administrative Region (CAR)"
Jolo,6,121,Sulu,"Bangsamoro Autonomous Region in Muslim Mindanao (BARMM)"
Gingoog,8.82,125.1,"Misamis Oriental","Northern Mindanao (Region X)"
Nasugbu,14.07,120.63,Batangas,"Calabarzon (Region IV-A)"
Carcar,10.12,123.63,Cebu,"Central Visayas (Region VII)"
Norzagaray,14.92,121.05,Bulacan,"Central Luzon (Region III)"
Floridablanca,14.974,120.528,Pampanga,"Central Luzon (Region III)"
"Dumaguete City",9.3103,123.3081,"Negros Oriental","Central Visayas (Region VII)"
Daraga,13.1619,123.6939,Albay,"Bicol Region (Region V)"
"San Andres",14.5739,121.0039,"Metro Manila",NCR
Hagonoy,14.83,120.73,Bulacan,"Central Luzon (Region III)"
Naga,10.22,123.75,Cebu,"Central Visayas (Region VII)"
"San Carlos",10.4929,123.4095,"Negros Occidental","Western Visayas (Region VI)"
Talavera,15.5839,120.9189,"Nueva Ecija","Central Luzon (Region III)"
Angono,14.5234,121.1536,Rizal,"Calabarzon (Region IV-A)"
Silay,10.8,122.97,"Negros Occidental","Western Visayas (Region VI)"
"City of Isabela",6.7,121.97,Basilan,"Bangsamoro Autonomous Region in Muslim Mindanao (BARMM)"
Bamban,15.2742,120.5669,Tarlac,"Central Luzon (Region III)"
Guagua,14.97,120.63,Pampanga,"Central Luzon (Region III)"
"Santo Tomas",7.53,125.62,"Davao del Norte","Davao Region (Region XI)"
Rosario,13.846,121.206,Cavite,"IV-A (CALABARZON)"
Guimba,15.6606,120.765,"Nueva Ecija","Central Luzon (Region III)"
"Santa Cruz",14.5998,120.9802,"Metro Manila",NCR
"San Juan",14.604,121.03,"Metro Manila",NCR
"San Fernando",16.62,120.32,"La Union","Ilocos Region (Region I)"
Magalang,15.22,120.67,Pampanga,"Central Luzon (Region III)"
"Santa Cruz",14.28,121.42,Laguna,"CALABARZON (Region IV-A)"
Gapan,15.3122,120.9489,"Nueva Ecija","Central Luzon (Region III)"
Bayawan,9.37,122.8,"Negros Oriental","Central Visayas (Region VII)"
Tabuk,17.4069,121.4425,Kalinga,"Cordillera Administrative Region (CAR)"
Poblacion,14.3854,121.029,"Metro Manila","NCR (National Capital Region)"
Candaba,15.0933,120.8283,Pampanga,"Central Luzon (Region III)"
Calumpit,14.92,120.77,Bulacan,"Central Luzon (Region III)"
Dinalupihan,14.88,120.47,Bataan,"Central Luzon (Region III)"
Malita,6.4108,125.6144,"Davao Occidental","Davao Region (Region XI)"
Ligao,13.22,123.52,Albay,"Bicol Region (Region V)"
Midsayap,7.19,124.53,Cotabato,"SOCCSKSARGEN (Region XII)"
Apalit,14.9496,120.7587,Pampanga,"Central Luzon (Region III)"
Samal,7.05,125.73,"Davao del Norte","Davao Region (Region XI)"
"Datu Odin Sinsuat",7.1889,124.1839,Maguindanao,"Bangsamoro Autonomous Region in Muslim Mindanao (BARMM)"
Himamaylan,10.1,122.87,"Negros Occidental","Western Visayas (Region VI)"
Bongao,5.0292,119.7731,Tawi-Tawi,"Autonomous Region in Muslim Mindanao (ARMM)"
"San Ildefonso",15.0789,120.9419,Bulacan,"Central Luzon (Region III)"
"Los Banos",14.17,121.22,Laguna,"CALABARZON (Region IV-A)"
"Iriga City",13.4231,123.4122,"Camarines Sur","Bicol Region (Region V)"
Plaridel,14.8869,120.8569,Bulacan,"Central Luzon (Region III)"
"San Juan",13.826,121.396,"Metro Manila","NCR (National Capital Region)"
Guiguinto,14.83,120.88,Bulacan,"Central Luzon (Region III)"
"Manolo Fortich",8.3675,124.8656,Bukidnon,"Northern Mindanao (Region X)"
Mangaldan,16.07,120.4039,Pangasinan,"Ilocos Region (Region I)"
Libmanan,13.6964,123.06,"Camarines Sur","Bicol Region (Region V)"
Tayabas,14.02,121.58,Quezon,"CALABARZON (Region IV-A)"
Subic,14.8769,120.2328,Zambales,"Central Luzon (Region III)"
Baybay,10.68,124.8,Leyte,"Eastern Visayas (Region VIII)"
Daet,14.1142,122.9564,"Camarines Norte","Bicol Region (Region V)"
Laoag,18.1978,120.5936,"Ilocos Norte","Ilocos Region (Region I)"
Santamesa,14.6,121.0167,"Metro Manila","NCR (National Capital Region)"
Rosario,14.42,120.85,Cavite,"IV-A (CALABARZON)"
Quezon,7.7306,125.1,"Unknown Province","Unknown Region"
Naujan,13.3233,121.3028,"Unknown Province","Unknown Region"
Glan,5.82,125.2,"Unknown Province","Unknown Region"
Bayugan,8.71,125.75,"Unknown Province","Unknown Region"
Tacurong,6.68,124.67,"Unknown Province","Unknown Region"
Labo,14.1561,122.8294,"Unknown Province","Unknown Region"
Talisay,10.73,122.97,"Unknown Province","Unknown Region"
Pulilan,14.902,120.849,"Unknown Province","Unknown Region"
Cawayan,9.97,122.62,"Unknown Province","Unknown Region"
Maramag,7.7631,125.005,"Unknown Province","Unknown Region"
Lingayen,16.0167,120.2333,"Unknown Province","Unknown Region"
Kawit,14.43,120.9,"Unknown Province","Unknown Region"
"Bagong Silangan",14.7094,121.1,"Metro Manila",NCR
Catbalogan,11.78,124.88,"Unknown Province","Unknown Region"
Tiaong,13.95,121.32,"Unknown Province","Unknown Region"
Carmona,14.32,121.05,"Unknown Province","Unknown Region"
Malungun,6.27,125.28,"Unknown Province","Unknown Region"
Bulan,12.6697,123.8758,"Unknown Province","Unknown Region"
"Sultan Kudarat",7.23,124.25,"Unknown Province","Unknown Region"
"Tagbilaran City",9.65,123.85,"Unknown Province","Unknown Region"
Masbate,12.27,123.58,"Unknown Province","Unknown Region"
Balanga,14.68,120.53,"Unknown Province","Unknown Region"
Sindangan,8.2386,122.9986,"Unknown Province","Unknown Region"
"San Rafael",14.95,120.97,"Unknown Province","Unknown Region"
Paniqui,15.6681,120.5789,"Unknown Province","Unknown Region"
Parang,7.3744,124.2686,"Unknown Province","Unknown Region"
Guihulngan,10.12,123.27,"Unknown Province","Unknown Region"
"Santa Cruz",6.83,125.42,"Metro Manila",NCR
"Cavite City",14.48,120.9,"Unknown Province","Unknown Region"
Calasiao,16.02,120.37,"Unknown Province","Unknown Region"
Lamitan,6.65,122.13,"Unknown Province","Unknown Region"
Talipao,5.976,121.1087,"Unknown Province","Unknown Region"
Putatan,14.3984,121.0364,"Metro Manila",NCR
Alaminos,16.1553,119.9808,"Unknown Province","Unknown Region"
Bislig,8.2133,126.3161,"Unknown Province","Unknown Region"
Malate,14.5642,120.9913,"Metro Manila",NCR
Pili,13.5542,123.2753,"Unknown Province","Unknown Region"
Oton,10.6931,122.4736,"Unknown Province","Unknown Region"
M'lang,6.95,124.88,"Unknown Province","Unknown Region"
Catarman,12.4994,124.6328,"Unknown Province","Unknown Region"
Isulan,6.63,124.6,"Unknown Province","Unknown Region"
Escalante,10.83,123.5,"Unknown Province","Unknown Region"
Balayan,13.93,120.73,"Unknown Province","Unknown Region"
Balamban,10.47,123.78,"Unknown Province","Unknown Region"
Lopez,13.884,122.2604,"Unknown Province","Unknown Region"
Gerona,15.6069,120.5986,"Unknown Province","Unknown Region"
Monkayo,7.8239,126.0536,"Unknown Province","Unknown Region"
Daanbantayan,11.25,124,"Unknown Province","Unknown Region"
Lemery,13.92,120.88,"Unknown Province","Unknown Region"
Indanan,6,120.97,"Unknown Province","Unknown Region"
Palimbang,6.22,124.2,"Unknown Province","Unknown Region"
Sablayan,12.8428,120.775,"Unknown Province","Unknown Region"
"Santa Barbara",16.0031,120.4008,"Unknown Province","Unknown Region"
Salaman,6.63,124.07,"Unknown Province","Unknown Region"
Bauan,13.7917,121.0085,"Unknown Province","Unknown Region"
Pantukan,7.1269,125.8975,"Unknown Province","Unknown Region"
Pongotan,7.1269,125.8975,"Unknown Province","Unknown Region"
Pinamalayan,13.0364,121.4889,"Unknown Province","Unknown Region"
Victorias,10.9,123.08,"Unknown Province","Unknown Region"
Compostela,7.67,126.08,"Unknown Province","Unknown Region"
Ipil,7.7822,122.5867,"Unknown Province","Unknown Region"
Surallah,6.37,124.73,"Unknown Province","Unknown Region"
Polangui,13.2922,123.4856,"Unknown Province","Unknown Region"
Banga,6.3,124.78,"Unknown Province","Unknown Region"
Kalibo,11.7072,122.37,"Unknown Province","Unknown Region"
Hinigaran,10.27,122.85,"Unknown Province","Unknown Region"
Calabanga,13.7089,123.2161,"Unknown Province","Unknown Region"
Passi,11.1,122.63,"Unknown Province","Unknown Region"
Murcia,10.6,123.03,"Unknown Province","Unknown Region"
Bogo,11.02,124,"Unknown Province","Unknown Region"
Solana,17.6522,121.6914,"Unknown Province","Unknown Region"
Echague,16.7056,121.6761,"Unknown Province","Unknown Region"
Aroroy,12.5125,123.3989,"Unknown Province","Unknown Region"
Prosperidad,8.61,125.92,"Unknown Province","Unknown Region"
Alabel,6.1023,125.2868,"Unknown Province","Unknown Region"
Makilala,6.97,125.08,"Unknown Province","Unknown Region"
Baggao,17.9347,121.7733,"Unknown Province","Unknown Region"
Calauan,14.15,121.32,"Unknown Province","Unknown Region"
Baras,14.52,121.27,"Unknown Province","Unknown Region"
"Western Bicutan",14.5094,121.0381,"Metro Manila",NCR
Maasin,10.13,124.85,"Unknown Province","Unknown Region"
"San Fabian",16.15,120.45,"Unknown Province","Unknown Region"
Calaca,13.93,120.8131,"Unknown Province","Unknown Region"
Camiling,15.6867,120.4131,"Unknown Province","Unknown Region"
Binmaley,16.0323,120.269,"Unknown Province","Unknown Region"
Nabua,13.4083,123.375,"Unknown Province","Unknown Region"
Bantayan,11.2,123.73,"Unknown Province","Unknown Region"
Cabiao,15.2522,120.8575,"Unknown Province","Unknown Region"
Guinobatan,13.18,123.6,"Unknown Province","Unknown Region"
Batarasa,8.67,117.62,"Unknown Province","Unknown Region"
Tagaytay,14.1,120.93,"Unknown Province","Unknown Region"
Dapitan,8.6549,123.4243,"Unknown Province","Unknown Region"
Pandacan,14.594,121.007,"Metro Manila",NCR
Nabunturan,7.6008,125.9656,"Unknown Province","Unknown Region"
Bais,9.5907,123.1213,"Unknown Province","Unknown Region"
"Science City of Munoz",15.7153,120.9039,"Unknown Province","Unknown Region"
Bolinao,16.3881,119.8947,"Unknown Province","Unknown Region"
Taytay,10.82,119.52,"Unknown Province","Unknown Region"
Maco,7.3619,125.8553,"Unknown Province","Unknown Region"
Siaton,9.07,123.03,"Unknown Province","Unknown Region"
"San Antonio",15.3078,120.8533,"Metro Manila",NCR
Mabinay,9.73,122.92,"Unknown Province","Unknown Region"
Tanjay,9.52,123.16,"Unknown Province","Unknown Region"
Calatrava,10.6,123.48,"Unknown Province","Unknown Region"
Carmen,7.3606,125.7064,"Unknown Province","Unknown Region"
Ubay,10.056,124.4729,"Unknown Province","Unknown Region"
"Banco Filipino International Village",14.4499,120.9996,"Metro Manila",NCR
Siasi,5.5462,120.8145,"Unknown Province","Unknown Region"
Matalam,7.08,124.9,"Unknown Province","Unknown Region"
Buhi,13.4347,123.5167,"Unknown Province","Unknown Region"
Lambunao,11.05,122.48,"Unknown Province","Unknown Region"
Bulacan,14.7928,120.8789,"Unknown Province","Unknown Region"
Kapalong,7.5854,125.7052,"Unknown Province","Unknown Region"
"San Francisco",8.51,125.98,"Unknown Province","Unknown Region"
Malapatan,5.97,125.28,"Unknown Province","Unknown Region"
Barili,10.12,123.53,"Unknown Province","Unknown Region"
Cabadbaran,9.12,125.53,"Unknown Province","Unknown Region"
Tagoloan,8.53,124.75,"Unknown Province","Unknown Region"
"San Jose",13.8772,121.105,"Unknown Province","Unknown Region"
Paco,14.583,120.983,"Metro Manila",NCR
Poblacion,6.8,124.63,"Metro Manila",NCR
Patikul,6.07,121.1,"Unknown Province","Unknown Region"
Robles,10.35,123.07,"Unknown Province","Unknown Region"
"San Isidro",14.4685,121.0118,"Metro Manila",NCR
Mangatarem,15.7874,120.2921,"Unknown Province","Unknown Region"
Jaen,15.3392,120.9069,"Unknown Province","Unknown Region"
Carmen,7.2,124.78,"Unknown Province","Unknown Region"
Pagbilao,13.972,121.687,"Unknown Province","Unknown Region"
Bauang,16.53,120.33,"Unknown Province","Unknown Region"
Pototan,10.95,122.63,"Unknown Province","Unknown Region"
Limay,14.5619,120.5983,"Unknown Province","Unknown Region"
Bamban,15.2742,120.5669,"Unknown Province","Unknown Region"
Argao,9.88,123.6,"Unknown Province","Unknown Region"
Macabebe,14.9081,120.7156,"Unknown Province","Unknown Region"
Narra,9.28,118.42,"Unknown Province","Unknown Region"
"Santa Catalina",9.3331,122.8658,"Unknown Province","Unknown Region"
Hermosa,14.83,120.5,"Unknown Province","Unknown Region"
Bustos,14.95,120.92,"Unknown Province","Unknown Region"
Kabacan,7.12,124.82,"Unknown Province","Unknown Region"
Umingan,15.9289,120.8419,"Unknown Province","Unknown Region"
Talakag,8.2319,124.6025,"Unknown Province","Unknown Region"
Balagtas,14.8145,120.9085,"Unknown Province","Unknown Region"
Bongabong,12.7469,121.4881,"Unknown Province","Unknown Region"
Virac,13.58,124.23,"Unknown Province","Unknown Region"
Palo,11.1583,124.9917,"Unknown Province","Unknown Region"
Infanta,14.7425,121.6494,"Unknown Province","Unknown Region"
Manaoag,16.0439,120.4856,"Unknown Province","Unknown Region"
Pilar,12.9244,123.6756,"Unknown Province","Unknown Region"
"Santa Rosa",15.4239,120.9389,"Unknown Province","Unknown Region"
Pinamungahan,10.27,123.58,"Unknown Province","Unknown Region"
Libon,13.3,123.4333,"Unknown Province","Unknown Region"
Bugallon,15.92,120.18,"Unknown Province","Unknown Region"
Pozorrubio,16.12,120.55,"Unknown Province","Unknown Region"
Esperanza,6.7167,124.5167,"Unknown Province","Unknown Region"
Dalaguete,9.7612,123.5349,"Unknown Province","Unknown Region"
Balingasag,8.75,124.78,"Unknown Province","Unknown Region"
"Brookes Point",8.78,117.83,"Unknown Province","Unknown Region"
Dumangas,10.83,122.72,"Unknown Province","Unknown Region"
Alicia,16.7787,121.6972,"Unknown Province","Unknown Region"
Tupi,6.33,124.95,"Unknown Province","Unknown Region"
Lala,7.97,123.75,"Unknown Province","Unknown Region"
"Jose Abad Santos",5.92,125.65,"Unknown Province","Unknown Region"
Bula,13.4694,123.2775,"Unknown Province","Unknown Region"
Catanauan,13.5917,122.325,"Unknown Province","Unknown Region"
Carles,11.57,123.13,"Unknown Province","Unknown Region"
"San Dionisio",14.4839,120.9925,"Unknown Province","Unknown Region"
Bacacay,13.2925,123.7917,"Unknown Province","Unknown Region"
Sipalay,9.75,122.4,"Unknown Province","Unknown Region"
Oroquieta,8.48,123.8,"Unknown Province","Unknown Region"
"San Fernando",10.17,123.7,"Unknown Province","Unknown Region"
Camalig,13.13,123.67,"Unknown Province","Unknown Region"
Borongan,11.6094,125.4361,"Unknown Province","Unknown Region"
Gumaca,13.921,122.1002,"Unknown Province","Unknown Region"
Calauag,13.9575,122.2875,"Unknown Province","Unknown Region"
Pililla,14.48,121.3,"Unknown Province","Unknown Region"
Parang,5.92,120.92,"Unknown Province","Unknown Region"
Binalbagan,10.2,122.87,"Unknown Province","Unknown Region"
Goa,13.6983,123.4889,"Unknown Province","Unknown Region"
Talibon,10.12,124.28,"Unknown Province","Unknown Region"
Morong,14.5119,121.2389,"Unknown Province","Unknown Region"
Mauban,14.1911,121.7308,"Unknown Province","Unknown Region"
Alabang,14.4184,121.0385,"Unknown Province","Unknown Region"
Tumauini,17.27,121.8,"Unknown Province","Unknown Region"
Poblacion,10.25,123.95,"Metro Manila",NCR
Pavia,10.775,122.5417,"Unknown Province","Unknown Region"
Aliaga,15.5036,120.845,"Unknown Province","Unknown Region"
Orani,14.8,120.53,"Unknown Province","Unknown Region"
Rizal,15.71,121.1047,"Unknown Province","Unknown Region"
Tinambac,13.8183,123.3244,"Unknown Province","Unknown Region"
"San Antonio",14.4656,121.0311,"Metro Manila",NCR
Roxas,10.3197,119.3408,"Unknown Province","Unknown Region"
Victoria,15.5781,120.6819,"Unknown Province","Unknown Region"
"Don Carlos",7.6808,124.9953,"Unknown Province","Unknown Region"
Cawayan,11.9303,123.7689,"Unknown Province","Unknown Region"
"San Pascual",13.8,121.03,"Unknown Province","Unknown Region"
"La Paz",15.4431,120.7289,"Unknown Province","Unknown Region"
Bagumbayan,6.5339,124.5633,"Metro Manila",NCR
Buenavista,8.97,125.41,"Unknown Province","Unknown Region"
Aparri,18.3575,121.6372,"Unknown Province","Unknown Region"
Indang,14.2,120.88,"Unknown Province","Unknown Region"
Alamada,7.3868,124.5534,"Unknown Province","Unknown Region"
"San Leonardo",15.3611,120.9622,"Unknown Province","Unknown Region"
Mamungan,8.12,124.22,"Unknown Province","Unknown Region"
Tangub,8.0667,123.75,"Unknown Province","Unknown Region"
Sipocot,13.7675,122.9783,"Unknown Province","Unknown Region"
Tuburan,10.73,123.83,"Unknown Province","Unknown Region"
Miagao,10.6442,122.2352,"Unknown Province","Unknown Region"
Cuyapo,15.7778,120.6608,"Unknown Province","Unknown Region"
Castillejos,14.93,120.2,"Unknown Province","Unknown Region"
Bayombong,16.48,121.15,"Unknown Province","Unknown Region"
"Santa Barbara",10.8231,122.5344,"Unknown Province","Unknown Region"
Bay,14.18,121.28,"Unknown Province","Unknown Region"
Pikit,7.05,124.67,"Unknown Province","Unknown Region"
Lupon,6.8969,126.0117,"Unknown Province","Unknown Region"
Bongabon,15.6321,121.1448,"Unknown Province","Unknown Region"
Janiuay,10.95,122.5,"Unknown Province","Unknown Region"
Botolan,15.2896,120.0245,"Unknown Province","Unknown Region"
Rosales,15.8944,120.6328,"Unknown Province","Unknown Region"
"La Carlota",10.42,122.92,"Unknown Province","Unknown Region"
"San Mateo",16.88,121.58,"Unknown Province","Unknown Region"
Opol,8.52,124.57,"Unknown Province","Unknown Region"
Oas,13.2589,123.4953,"Unknown Province","Unknown Region"
Agoo,16.322,120.3647,"Unknown Province","Unknown Region"
Lantapan,8,125.0233,"Unknown Province","Unknown Region"
Coron,12,120.2,"Unknown Province","Unknown Region"
Roxas,17.12,121.62,"Unknown Province","Unknown Region"
Kiamba,5.98,124.62,"Unknown Province","Unknown Region"
"San Remigio",11,123.95,"Unknown Province","Unknown Region"
Lutayan,6.6,124.85,"Unknown Province","Unknown Region"
Angat,14.9281,121.0293,"Unknown Province","Unknown Region"
Solano,16.5183,121.1811,"Unknown Province","Unknown Region"
Quezon,9.235,117.9967,"Unknown Province","Unknown Region"
Tigbauan,10.6747,122.3776,"Unknown Province","Unknown Region"
Pateros,14.5448,121.0671,"Metro Manila",NCR
"San Jose",10.7433,121.9411,"Unknown Province","Unknown Region"
Villasis,15.9,120.58,"Unknown Province","Unknown Region"
Maasin,5.87,125,"Unknown Province","Unknown Region"
